File.Name,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Projected.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.1.mm2,Volume.Diameter.Range.1.mm3
POEM2021_T002_L018_2022.06.02_090545_020_IAC.png,Full,20,23,24.11279,0.953851,2.541636,0.109633,0.108108,0.230919,49.350316,0.264999,8.356401,0.238,24.11279,2.659925,8.356401,0.264999
POEM2021_T002_L018_2022.06.17_092346_021_IAC.png,Full,16,11,18.867049,0.583027,1.80305,0.098145,0.097447,0.210221,39.206674,0.164349,5.842565,0.238,18.867049,1.859359,5.842565,0.164349
POEM2021_T002_L018_2022.06.28_084105_022_IAC.png,Full,12,8,14.476371,0.552625,1.295106,0.093048,0.090651,0.204497,29.589798,0.107521,4.234328,0.259,14.476371,1.347829,4.234328,0.107521
POEM2021_T002_L018_2022.07.22_090404_023_IAC.png,Full,17,3,11.911869,0.25185,0.833364,0.072877,0.072772,0.13913,24.576139,0.054403,2.74263,0.247,11.911869,0.872422,2.74263,0.054403
POEM2021_T002_L018_2022.08.04_090353_024_IAC.png,Full,20,2,15.534335,0.128747,1.207177,0.081332,0.081081,0.183804,32.192212,0.08775,3.985754,0.265,15.534335,1.26812,3.985754,0.08775
POEM2021_T002_L018_2022.08.17_092342_025_IAC.png,Full,12,2,8.264434,0.242001,0.539719,0.068356,0.068906,0.116248,16.910525,0.032529,1.782912,0.221,8.264434,0.567519,1.782912,0.032529
POEM2021_T002_L020_2021.04.13_104828_001_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T002_L020_2021.04.27_092244_002_KS.png,Full,2,0,0.660605,0,0.066974,0.102387,0.108108,0.12237,1.501804,0.005635,0.213702,0.061,0.660605,0.068024,0.213702,0.005635
POEM2021_T002_L020_2021.05.29_150829_003_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T002_L020_2021.06.11_142557_004_KS.png,Full,6,0,3.282158,0,0.290495,0.089241,0.09838,0.151086,7.079072,0.023812,0.928441,0.194,3.282158,0.295532,0.928441,0.023812
POEM2021_T002_L020_2021.06.23_071415_005_IAC.png,Full,4,0,2.082371,0,0.157916,0.079599,0.07762,0.133777,4.355571,0.011816,0.517421,0.081,2.082371,0.1647,0.517421,0.011816
POEM2021_T002_L020_2021.07.10_090124_006_KS.png,Full,2,0,1.547346,0,0.101306,0.068613,0.068906,0.090651,3.17973,0.005963,0.335648,0.05,1.547346,0.10684,0.335648,0.005963
POEM2021_T002_L020_2021.07.26_094302_007_IAC.png,Full,2,0,0.631939,0,0.049078,0.081281,0.081081,0.135135,1.311655,0.003745,0.161581,0.05,0.631939,0.051433,0.161581,0.003745
POEM2021_T002_L020_2021.08.04_090734_008_IAC.png,Full,2,0,1.57949,0,0.105506,0.069446,0.068906,0.085467,3.333976,0.006126,0.34685,0.059,1.57949,0.110406,0.34685,0.006126
POEM2021_T002_L020_2021.09.01_094110_009_IAC.png,Full,31,25,38.599313,0.64768,5.072042,0.138273,0.151086,0.232495,77.600753,0.648508,16.96885,0.297,38.599313,5.401353,16.96885,0.648508
POEM2021_T002_L020_2021.09.20_105157_010_IAC.png,Full,39,37,46.105069,0.802515,5.107789,0.117338,0.120869,0.217899,93.302532,0.544433,17.111289,0.304,46.105069,5.446108,17.111289,0.544433
POEM2021_T002_L020_2021.10.18_140554_011_BD.png,Full,36,30,43.321388,0.692499,3.891298,0.094034,0.090651,0.193484,88.427918,0.332321,12.87338,0.326,43.321388,4.09714,12.87338,0.332321
POEM2021_T002_L020_2021.11.22_095304_012_IAC.png,Full,34,18,39.617395,0.454346,3.443572,0.090438,0.086529,0.189189,81.61509,0.276475,11.299422,0.229,39.617395,3.596133,11.299422,0.276475
POEM2021_T002_L020_2021.12.07_091724_013_IAC.png,Full,34,19,38.41592,0.494587,3.21302,0.087068,0.082199,0.169324,78.664595,0.250506,10.562789,0.226,38.41592,3.36224,10.562789,0.250506
POEM2021_T002_L020_2022.02.14_091044_014_IAC.png,Full,30,7,37.063361,0.188866,3.003424,0.084386,0.082199,0.183804,75.870247,0.226635,9.866388,0.279,37.063361,3.13908,9.866388,0.226635
POEM2021_T002_L020_2022.03.18_162418_015_IAC.png,Full,47,35,77.818935,0.449762,12.787573,0.178477,0.175676,0.393983,154.475893,2.54237,43.042227,0.322,77.818935,13.698374,43.042227,2.54237
POEM2021_T002_L020_2022.04.12_093552_016_IAC.png,Full,75,131,141.124,0.928262,19.232149,0.152339,0.12237,0.488173,271.129949,3.339973,66.906576,0.348,141.124,21.29644,66.906576,3.339973
POEM2021_T002_L020_2022.04.26_091357_017_IAC.png,Full,93,132,147.62623,0.89415,20.133263,0.15368,0.124588,0.506531,281.450489,3.584928,70.63446,0.363,147.62623,22.48326,70.63446,3.584928
POEM2021_T002_L020_2022.05.05_090332_018_IAC.png,Full,84,136,163.913136,0.829708,22.363176,0.155355,0.121622,0.502732,309.330447,4.124703,79.361118,0.396,163.913136,25.261428,79.361118,4.124703
POEM2021_T002_L020_2022.05.19_121210_019_IAC.png,Full,86,122,175.932304,0.693449,22.158008,0.143448,0.111435,0.528584,333.106874,3.795592,78.729006,0.386,175.932304,25.058862,78.729006,3.795592
POEM2021_T002_L020_2022.06.02_090554_020_IAC.png,Full,90,116,182.254619,0.636472,21.05063,0.132667,0.108108,0.506531,344.088217,3.301053,75.388327,0.39,182.254619,23.996265,75.388327,3.301053
POEM2021_T002_L020_2022.06.17_092355_021_IAC.png,Full,73,103,182.975705,0.562916,18.093408,0.110018,0.096501,0.342135,351.877646,2.047595,62.976725,0.375,182.975705,20.046114,62.976725,2.047595
POEM2021_T002_L020_2022.06.28_084114_022_IAC.png,Full,87,77,165.431307,0.46545,15.060491,0.100528,0.090651,0.337838,321.719321,1.564022,52.074555,0.356,165.431307,16.575261,52.074555,1.564022
POEM2021_T002_L020_2022.07.22_090414_023_IAC.png,Full,81,77,198.105868,0.388681,16.761505,0.093716,0.085467,0.351611,385.191355,1.577034,58.034156,0.408,198.105868,18.472846,58.034156,1.577034
POEM2021_T002_L020_2022.08.04_090403_024_IAC.png,Full,86,103,201.149386,0.512057,16.711286,0.09209,0.085467,0.351351,389.737638,1.521683,57.947213,0.388,201.149386,18.444586,57.947213,1.521683
POEM2021_T002_L020_2022.08.17_092351_025_IAC.png,Full,91,104,194.405401,0.534965,16.078205,0.09112,0.081081,0.405405,377.679171,1.477088,55.523149,0.376,194.405401,17.67318,55.523149,1.477088
POEM2021_T002_L022_2021.04.13_104836_001_KS.png,Full,3,3,2.255166,1.330279,0.26187,0.145667,0.151987,0.275623,3.726664,0.045595,1.008989,0.08,2.255166,0.321171,1.008989,0.045595
POEM2021_T002_L022_2021.04.27_092254_002_KS.png,Full,3,0,1.912492,0,0.271549,0.136232,0.146171,0.216216,4.236268,0.033195,0.842492,0.062,1.912492,0.268174,0.842492,0.033195
POEM2021_T002_L022_2021.05.29_150838_003_KS.png,Full,6,2,4.132879,0.483924,0.619704,0.150724,0.148649,0.308156,9.188354,0.08389,1.957816,0.052,4.132879,0.623192,1.957816,0.08389
POEM2021_T002_L022_2021.06.11_142606_004_KS.png,Full,9,15,23.545907,0.637053,4.03666,0.182587,0.202703,0.302171,47.167745,0.70053,13.474149,0.171,23.545907,4.288955,13.474149,0.70053
POEM2021_T002_L022_2021.06.23_071425_005_IAC.png,Full,15,8,28.918998,0.276635,4.450922,0.159456,0.162162,0.283784,59.732371,0.650841,14.515851,0.212,28.918998,4.620151,14.515851,0.650841
POEM2021_T002_L022_2021.07.10_090133_006_KS.png,Full,19,11,32.687725,0.336518,2.74548,0.088607,0.085467,0.202703,65.941776,0.221908,9.120661,0.266,32.687725,2.903197,9.120661,0.221908
POEM2021_T002_L022_2021.07.26_094311_007_IAC.png,Full,20,16,33.937129,0.47146,2.457588,0.076569,0.078797,0.181303,68.348588,0.168147,8.141889,0.203,33.937129,2.591059,8.141889,0.168147
POEM2021_T002_L022_2021.08.04_090748_008_IAC.png,Full,18,10,35.436251,0.282197,2.522005,0.077022,0.078797,0.181303,70.741605,0.175911,8.535214,0.213,35.436251,2.716456,8.535214,0.175911
POEM2021_T002_L022_2021.09.01_094122_009_IAC.png,Full,25,15,28.783863,0.521125,2.288988,0.086534,0.078797,0.329076,56.934744,0.21324,7.857929,0.164,28.783863,2.500284,7.857929,0.21324
POEM2021_T002_L022_2021.09.20_105207_010_IAC.png,Full,28,14,26.444618,0.529408,1.873996,0.075871,0.067568,0.308748,52.876403,0.153033,6.379565,0.176,26.444618,2.030291,6.379565,0.153033
POEM2021_T002_L022_2021.10.18_140603_011_BD.png,Full,26,24,25.779109,0.930986,2.325694,0.097547,0.081081,0.308156,50.703704,0.261111,7.949745,0.236,25.779109,2.530482,7.949745,0.261111
POEM2021_T002_L022_2021.11.22_095314_012_IAC.png,Full,29,15,28.451074,0.527221,2.620754,0.097853,0.076444,0.277274,56.792119,0.296509,8.87516,0.2,28.451074,2.825051,8.87516,0.296509
POEM2021_T002_L022_2021.12.07_091732_013_IAC.png,Full,31,11,28.325295,0.388345,2.38235,0.089225,0.068906,0.258175,57.551078,0.248685,8.038812,0.199,28.325295,2.558833,8.038812,0.248685
POEM2021_T002_L022_2022.02.14_091053_014_IAC.png,Full,20,18,19.886942,0.905117,1.991143,0.106053,0.082199,0.286665,40.480942,0.228867,6.678848,0.177,19.886942,2.125943,6.678848,0.228867
POEM2021_T002_L022_2022.03.18_162427_015_IAC.png,Full,44,91,82.471639,1.10341,13.757533,0.208251,0.175676,0.805614,145.66812,4.095932,53.674363,0.351,82.471639,17.084693,53.674363,4.095932
POEM2021_T002_L022_2022.04.12_093602_016_IAC.png,Full,70,96,102.319282,0.93824,17.06355,0.200693,0.163284,0.751065,185.781831,4.647563,64.217337,0.333,102.319282,20.441013,64.217337,4.647563
POEM2021_T002_L022_2022.04.26_091407_017_IAC.png,Full,82,151,129.534383,1.165714,22.116189,0.204128,0.164399,0.846619,236.925739,6.227852,82.613892,0.366,129.534383,26.295527,82.613892,6.227852
POEM2021_T002_L022_2022.05.05_090342_018_IAC.png,Full,108,204,174.653822,1.168025,27.194987,0.191485,0.154078,0.808668,315.296046,7.524762,104.535598,0.375,174.653822,33.27413,104.535598,7.524762
POEM2021_T002_L022_2022.05.19_121253_019_IAC.png,Full,125,158,181.478393,0.870627,23.624954,0.155963,0.121622,0.763723,332.60476,5.130211,88.489906,0.413,181.478393,28.167212,88.489906,5.130211
POEM2021_T002_L022_2022.06.02_090603_020_IAC.png,Full,125,143,175.278063,0.815847,22.781136,0.153363,0.120869,0.752158,327.451815,4.673312,84.16725,0.404,175.278063,26.790683,84.16725,4.673312
POEM2021_T002_L022_2022.06.17_092405_021_IAC.png,Full,97,127,169.515482,0.749194,20.534697,0.136909,0.111435,0.724329,324.664355,3.545138,72.699951,0.404,169.515482,23.140209,72.699951,3.545138
POEM2021_T002_L022_2022.06.28_084123_022_IAC.png,Full,116,114,155.511584,0.733064,17.197224,0.123539,0.102916,0.649774,300.465216,2.640967,60.176758,0.412,155.511584,19.154857,60.176758,2.640967
POEM2021_T002_L022_2022.07.22_090423_023_IAC.png,Full,111,130,163.799937,0.793651,17.629063,0.125234,0.102916,0.676891,312.452128,2.927205,64.265761,0.401,163.799937,20.455258,64.265761,2.927205
POEM2021_T002_L022_2022.08.04_090412_024_IAC.png,Full,109,139,164.899759,0.842936,18.058756,0.127252,0.097447,0.73422,314.292032,3.207693,65.917921,0.361,164.899759,20.980255,65.917921,3.207693
POEM2021_T002_L022_2022.08.17_092400_025_IAC.png,Full,107,88,141.448384,0.622135,15.72973,0.127058,0.095555,0.689057,273.52913,2.762747,56.358461,0.368,141.448384,17.938164,56.358461,2.762747
POEM2021_T002_L024_2021.04.13_104844_001_KS.png,Full,16,6,7.456806,0.804634,0.703981,0.094884,0.085467,0.217899,16.275924,0.063908,2.244222,0.343,7.456806,0.714358,2.244222,0.063908
POEM2021_T002_L024_2021.04.27_092304_002_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T002_L024_2021.05.29_150847_003_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T002_L024_2021.06.11_142616_004_KS.png,Full,12,2,13.295947,0.150422,1.384633,0.109069,0.108108,0.19676,27.702768,0.138267,4.537899,0.136,13.295947,1.444458,4.537899,0.138267
POEM2021_T002_L024_2021.06.23_071435_005_IAC.png,Full,9,7,11.923681,0.587067,1.393901,0.122844,0.124588,0.223688,24.785159,0.150899,4.584734,0.072,11.923681,1.459366,4.584734,0.150899
POEM2021_T002_L024_2021.07.10_090142_006_KS.png,Full,9,1,13.255194,0.075442,1.034012,0.099263,0.081081,0.656762,26.653322,0.182604,4.095343,0.158,13.255194,1.303588,4.095343,0.182604
POEM2021_T002_L024_2021.07.26_094322_007_IAC.png,Full,10,2,11.440823,0.174813,0.815604,0.075253,0.068906,0.243243,23.201731,0.059344,2.714961,0.134,11.440823,0.864199,2.714961,0.059344
POEM2021_T002_L024_2021.08.04_090757_008_IAC.png,Full,10,4,11.058205,0.361722,0.804921,0.077551,0.068906,0.226528,22.418345,0.061504,2.711584,0.139,11.058205,0.863124,2.711584,0.061504
POEM2021_T002_L024_2021.09.01_094133_009_IAC.png,Full,10,0,7.032042,0,0.492193,0.071768,0.067568,0.145545,14.873022,0.029826,1.590666,0.057,7.032042,0.506325,1.590666,0.029826
POEM2021_T002_L024_2021.09.20_105221_010_IAC.png,Full,14,4,9.189945,0.435258,1.008492,0.110461,0.078797,0.256757,19.971089,0.120617,3.239276,0.277,9.189945,1.031093,3.239276,0.120617
POEM2021_T002_L024_2021.10.18_140612_011_BD.png,Full,8,3,4.866087,0.616512,0.806702,0.159989,0.170934,0.285068,11.289952,0.118849,2.519689,0.152,4.866087,0.802042,2.519689,0.118849
POEM2021_T002_L024_2021.11.22_095325_012_IAC.png,Full,13,10,9.179312,1.089406,1.397005,0.148498,0.133777,0.393983,20.463221,0.211476,4.352298,0.167,9.179312,1.38538,4.352298,0.211476
POEM2021_T002_L024_2021.12.07_091742_013_IAC.png,Full,16,6,9.311086,0.644393,1.381802,0.151023,0.135135,0.368847,20.638451,0.217064,4.456296,0.245,9.311086,1.418483,4.456296,0.217064
POEM2021_T002_L024_2022.02.14_091103_014_IAC.png,Full,25,14,15.859736,0.882739,2.025018,0.131612,0.108949,0.397674,34.129281,0.29013,6.598937,0.254,15.859736,2.100507,6.598937,0.29013
POEM2021_T002_L024_2022.03.18_162436_015_IAC.png,Full,13,14,15.092017,0.927643,2.089025,0.149151,0.133093,0.42304,30.087005,0.343629,7.154926,0.13,15.092017,2.277484,7.154926,0.343629
POEM2021_T002_L024_2022.04.12_093611_016_IAC.png,Full,16,25,18.565848,1.346558,2.493472,0.149547,0.133093,0.419137,36.065322,0.407561,8.782313,0.154,18.565848,2.795497,8.782313,0.407561
POEM2021_T002_L024_2022.04.26_091416_017_IAC.png,Full,18,20,20.25868,0.987231,2.61135,0.140011,0.11546,0.462233,40.803627,0.403926,8.944045,0.153,20.25868,2.846978,8.944045,0.403926
POEM2021_T002_L024_2022.05.05_090351_018_IAC.png,Full,30,38,27.209374,1.396578,3.416773,0.138152,0.111435,0.483852,54.437412,0.53318,11.792645,0.308,27.209374,3.753715,11.792645,0.53318
POEM2021_T002_L024_2022.05.19_121303_019_IAC.png,Full,37,28,27.72701,1.009846,3.340988,0.131108,0.108949,0.380544,56.034141,0.487708,11.461913,0.297,27.72701,3.647536,11.461913,0.487708
POEM2021_T002_L024_2022.06.02_090612_020_IAC.png,Full,36,17,24.920589,0.682167,2.801634,0.116653,0.108108,0.260989,53.167588,0.316301,9.181538,0.301,24.920589,2.921541,9.181538,0.316301
POEM2021_T002_L024_2022.06.17_092414_021_IAC.png,Full,31,21,25.823113,0.813225,2.313276,0.095034,0.085467,0.256757,53.035121,0.222229,7.711169,0.201,25.823113,2.454541,7.711169,0.222229
POEM2021_T002_L024_2022.06.28_084133_022_IAC.png,Full,31,5,24.110443,0.207379,2.170471,0.093409,0.081081,0.246598,50.173836,0.202858,7.09048,0.278,24.110443,2.25697,7.09048,0.202858
POEM2021_T002_L024_2022.07.22_090432_023_IAC.png,Full,36,18,32.069383,0.561283,2.723338,0.088795,0.078797,0.315476,66.028222,0.247512,8.918389,0.285,32.069383,2.838811,8.918389,0.247512
POEM2021_T002_L024_2022.08.04_090421_024_IAC.png,Full,40,23,40.360082,0.56987,3.431154,0.09036,0.078797,0.31807,82.830358,0.317075,11.429951,0.308,40.360082,3.637879,11.429951,0.317075
POEM2021_T002_L024_2022.08.17_092410_025_IAC.png,Full,51,16,37.115302,0.431089,3.172434,0.088626,0.078797,0.324324,77.510244,0.29033,10.349042,0.309,37.115302,3.293618,10.349042,0.29033
POEM2021_T002_L026_2021.04.13_104852_001_KS.png,Full,2,0,0.715338,0,0.104228,0.133771,0.108949,0.202703,1.845521,0.011194,0.296353,0.065,0.715338,0.094332,0.296353,0.011194
POEM2021_T002_L026_2021.04.27_092314_002_KS.png,Full,5,3,2.322253,1.291849,0.471558,0.229458,0.22973,0.441212,4.606565,0.116301,1.678105,0.048,2.322253,0.534157,1.678105,0.116301
POEM2021_T002_L026_2021.05.29_150857_003_KS.png,Full,10,3,5.635232,0.532365,0.401662,0.074748,0.054054,0.253896,11.809646,0.036093,1.334571,0.077,5.635232,0.424807,1.334571,0.036093
POEM2021_T002_L026_2021.06.11_142626_004_KS.png,Full,24,34,28.899915,1.176474,3.624863,0.13241,0.1282,0.375471,58.559866,0.469545,12.077338,0.347,28.899915,3.843108,12.077338,0.469545
POEM2021_T002_L026_2021.06.23_071444_005_IAC.png,Full,15,23,24.851677,0.925491,3.209916,0.138594,0.135135,0.297297,49.516999,0.422007,10.897095,0.312,24.851677,3.468653,10.897095,0.422007
POEM2021_T002_L026_2021.07.10_090152_006_KS.png,Full,15,8,21.028663,0.380433,2.135226,0.1073,0.102916,0.259938,43.540534,0.204523,7.078407,0.27,21.028663,2.253127,7.078407,0.204523
POEM2021_T002_L026_2021.07.26_094332_007_IAC.png,Full,17,7,22.803255,0.306974,1.889701,0.08777,0.085467,0.29109,47.014001,0.15177,6.258008,0.317,22.803255,1.990824,6.258008,0.15177
POEM2021_T002_L026_2021.08.04_090807_008_IAC.png,Full,17,12,23.467105,0.511354,1.960783,0.092481,0.082199,0.37862,47.224503,0.196733,6.777033,0.29,23.467105,2.155968,6.777033,0.196733
POEM2021_T002_L026_2021.09.01_094143_009_IAC.png,Full,18,8,20.298405,0.39412,1.650886,0.088746,0.072772,0.407427,41.298271,0.176048,5.581024,0.255,20.298405,1.773186,5.581024,0.176048
POEM2021_T002_L026_2021.09.20_105231_010_IAC.png,Full,15,5,13.609338,0.367395,1.074142,0.08008,0.072772,0.310811,29.094338,0.083351,3.400293,0.228,13.609338,1.082347,3.400293,0.083351
POEM2021_T002_L026_2021.10.18_140620_011_BD.png,Full,9,5,11.087812,0.450946,1.003607,0.094936,0.072772,0.391892,23.125693,0.115606,3.255249,0.2,11.087812,1.035403,3.255249,0.115606
POEM2021_T002_L026_2021.11.22_095335_012_IAC.png,Full,28,49,36.822772,1.330698,4.557341,0.14672,0.120869,0.461245,68.283978,0.887589,16.903522,0.3,36.822772,5.380558,16.903522,0.887589
POEM2021_T002_L026_2021.12.07_091751_013_IAC.png,Full,27,34,31.259779,1.08766,4.180241,0.150955,0.108949,0.453257,60.235726,0.852739,14.934515,0.359,31.259779,4.753804,14.934515,0.852739
POEM2021_T002_L026_2022.02.14_091112_014_IAC.png,Full,18,29,32.754031,0.885387,4.73256,0.165877,0.137811,0.488173,60.494733,0.932947,17.013128,0.249,32.754031,5.414672,17.013128,0.932947
POEM2021_T002_L026_2022.03.18_162445_015_IAC.png,Full,30,33,30.788082,1.071843,3.804237,0.141679,0.116248,0.441212,58.404913,0.684603,13.732751,0.296,30.788082,4.37127,13.732751,0.684603
POEM2021_T002_L026_2022.04.12_093620_016_IAC.png,Full,42,55,43.299512,1.270222,5.222608,0.134769,0.120869,0.431799,82.957681,0.844594,18.475435,0.322,43.299512,5.880914,18.475435,0.844594
POEM2021_T002_L026_2022.04.26_091426_017_IAC.png,Full,66,115,69.199544,1.661861,9.244932,0.153144,0.133777,0.445946,130.234716,1.688156,33.299877,0.341,69.199544,10.596384,33.299877,1.688156
POEM2021_T002_L026_2022.05.05_090400_018_IAC.png,Full,54,89,71.016234,1.253235,9.668965,0.152042,0.133777,0.419137,136.069255,1.636744,33.810273,0.363,71.016234,10.76124,33.810273,1.636744
POEM2021_T002_L026_2022.05.19_121312_019_IAC.png,Full,46,89,70.753879,1.257882,8.858382,0.14159,0.120869,0.435798,134.607991,1.420869,31.230857,0.334,70.753879,9.938346,31.230857,1.420869
POEM2021_T002_L026_2022.06.02_090621_020_IAC.png,Full,42,49,63.309565,0.773975,7.140294,0.119863,0.105544,0.354714,126.918299,0.865965,23.924637,0.317,63.309565,7.615448,23.924637,0.865965
POEM2021_T002_L026_2022.06.17_092423_021_IAC.png,Full,46,52,65.389302,0.795237,6.220964,0.102514,0.094595,0.341066,131.107352,0.631034,20.941594,0.304,65.389302,6.665917,20.941594,0.631034
POEM2021_T002_L026_2022.06.28_084142_022_IAC.png,Full,46,38,62.971082,0.603452,5.625593,0.095567,0.085467,0.382459,126.2181,0.53385,18.874153,0.313,62.971082,6.006076,18.874153,0.53385
POEM2021_T002_L026_2022.07.22_090442_023_IAC.png,Full,54,23,70.488499,0.326294,5.728771,0.086638,0.078797,0.353682,142.598902,0.485064,19.205364,0.309,70.488499,6.113257,19.205364,0.485064
POEM2021_T002_L026_2022.08.04_090431_024_IAC.png,Full,59,36,75.018189,0.479884,5.990641,0.085334,0.081081,0.362606,151.989958,0.495028,20.126125,0.291,75.018189,6.403532,20.126125,0.495028
POEM2021_T002_L026_2022.08.17_092419_025_IAC.png,Full,49,34,65.216857,0.521338,5.423347,0.088545,0.081081,0.393519,133.482054,0.477315,18.129918,0.3,65.216857,5.770028,18.129918,0.477315
POEM2021_T002_L028_2021.04.13_104900_001_KS.png,Full,2,0,0.717938,0,0.068481,0.094901,0.097914,0.193484,1.544266,0.006966,0.21895,0.06,0.717938,0.069694,0.21895,0.006966
POEM2021_T002_L028_2021.04.27_092323_002_KS.png,Full,2,0,0.260036,0,0.076333,0.192333,0.204497,0.217899,1.141576,0.00789,0.159503,0.063,0.260036,0.050771,0.159503,0.00789
POEM2021_T002_L028_2021.05.29_150907_003_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T002_L028_2021.06.11_142636_004_KS.png,Full,22,4,33.387802,0.119804,5.230597,0.165975,0.19111,0.308156,67.437088,0.901078,17.356558,0.23,33.387802,5.524764,17.356558,0.901078
POEM2021_T002_L028_2021.06.23_071453_005_IAC.png,Full,4,22,34.384393,0.639825,7.610847,0.238275,0.22973,0.386496,66.981228,1.685247,25.847251,0.251,34.384393,8.227436,25.847251,1.685247
POEM2021_T002_L028_2021.07.10_090201_006_KS.png,Full,9,9,49.660996,0.181229,6.979958,0.14965,0.145545,0.391892,98.212196,0.992334,23.571806,0.245,49.660996,7.503139,23.571806,0.992334
POEM2021_T002_L028_2021.07.26_094341_007_IAC.png,Full,10,13,48.896556,0.265867,5.632259,0.120688,0.121622,0.253896,97.969584,0.623782,18.688412,0.254,48.896556,5.948706,18.688412,0.623782
POEM2021_T002_L028_2021.08.04_090817_008_IAC.png,Full,11,2,47.691933,0.041936,4.877283,0.106892,0.097447,0.226528,96.522959,0.483305,16.085704,0.279,47.691933,5.120239,16.085704,0.483305
POEM2021_T002_L028_2021.09.01_094154_009_IAC.png,Full,10,26,46.679331,0.556992,4.69517,0.105656,0.105544,0.202703,92.889881,0.470224,15.683722,0.235,46.679331,4.990993,15.683722,0.470224
POEM2021_T002_L028_2021.09.20_105242_010_IAC.png,Full,16,18,44.647969,0.403154,4.090394,0.095798,0.094595,0.22973,89.436107,0.366535,13.579065,0.255,44.647969,4.322351,13.579065,0.366535
POEM2021_T002_L028_2021.10.18_140630_011_BD.png,Full,23,53,51.09061,1.037373,6.005752,0.127806,0.095555,0.311104,99.736206,0.909494,20.737131,0.308,51.09061,6.600059,20.737131,0.909494
POEM2021_T002_L028_2021.11.22_095348_012_IAC.png,Full,35,49,59.104563,0.829039,6.812089,0.125653,0.095555,0.356767,115.811774,0.99796,23.524303,0.28,59.104563,7.488018,23.524303,0.99796
POEM2021_T002_L028_2021.12.07_091801_013_IAC.png,Full,32,30,58.59057,0.512028,6.724799,0.12452,0.095555,0.386968,114.563496,0.954916,23.182558,0.328,58.59057,7.379237,23.182558,0.954916
POEM2021_T002_L028_2022.02.14_091122_014_IAC.png,Full,24,52,51.729916,1.005221,6.700055,0.141287,0.097447,0.50869,101.916547,1.249968,23.255852,0.303,51.729916,7.402568,23.255852,1.249968
POEM2021_T002_L028_2022.03.18_162453_015_IAC.png,Full,55,81,76.768169,1.055125,9.23183,0.13157,0.108108,0.457268,148.127247,1.503108,32.232439,0.347,76.768169,10.259904,32.232439,1.503108
POEM2021_T002_L028_2022.04.12_093630_016_IAC.png,Full,43,93,75.022524,1.239628,9.302137,0.135685,0.120869,0.429254,146.729428,1.531414,32.40133,0.316,75.022524,10.313664,32.40133,1.531414
POEM2021_T002_L028_2022.04.26_091437_017_IAC.png,Full,46,68,73.915164,0.919974,9.10336,0.13359,0.120869,0.405405,143.624056,1.417582,31.375616,0.341,73.915164,9.987169,31.375616,1.417582
POEM2021_T002_L028_2022.05.05_090410_018_IAC.png,Full,38,64,71.508667,0.894996,9.420882,0.144704,0.124588,0.447377,137.89294,1.608537,32.84141,0.331,71.508667,10.453746,32.84141,1.608537
POEM2021_T002_L028_2022.05.19_121321_019_IAC.png,Full,35,66,76.850957,0.858805,8.583044,0.124219,0.102916,0.464991,149.044478,1.322735,30.022655,0.326,76.850957,9.556508,30.022655,1.322735
POEM2021_T002_L028_2022.06.02_090631_020_IAC.png,Full,46,50,71.889961,0.695507,8.058254,0.119094,0.095555,0.470651,143.217972,1.165675,27.104177,0.34,71.889961,8.626236,27.104177,1.165675
POEM2021_T002_L028_2022.06.17_092432_021_IAC.png,Full,47,31,70.817626,0.437744,6.649836,0.100855,0.086529,0.363611,140.411818,0.699528,22.457046,0.329,70.817626,7.147912,22.457046,0.699528
POEM2021_T002_L028_2022.06.28_084151_022_IAC.png,Full,36,21,65.3613,0.321291,5.839116,0.093721,0.082199,0.373765,131.529919,0.551872,19.387148,0.297,65.3613,6.170536,19.387148,0.551872
POEM2021_T002_L028_2022.07.22_090451_023_IAC.png,Full,32,21,67.403528,0.311556,5.557022,0.087636,0.081081,0.289202,135.669041,0.468559,18.614283,0.307,67.403528,5.924336,18.614283,0.468559
POEM2021_T002_L028_2022.08.04_090442_024_IAC.png,Full,41,25,67.111417,0.372515,5.342768,0.084399,0.081081,0.24474,135.036196,0.413579,17.834042,0.286,67.111417,5.676752,17.834042,0.413579
POEM2021_T002_L028_2022.08.17_092427_025_IAC.png,Full,46,22,69.099639,0.318381,5.201287,0.079176,0.078797,0.256401,139.689956,0.374836,17.282452,0.362,69.099639,5.500591,17.282452,0.374836
