File.Name,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Projected.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.1.mm2,Volume.Diameter.Range.1.mm3
POEM2021_T001_L010_2021.06.23_070738_005_IAC.png,Full,35,17,52.757105,0.322231,5.418417,0.109612,0.105544,0.256401,106.20792,0.552904,18.238364,0.285,52.757105,5.805452,18.238364,0.552904
POEM2021_T001_L010_2021.07.10_085600_006_KS.png,Full,28,8,35.271969,0.226809,3.089162,0.091798,0.085467,0.181806,71.92056,0.26292,10.219041,0.296,35.271969,3.252822,10.219041,0.26292
POEM2021_T001_L010_2021.07.26_093746_007_IAC.png,Full,13,5,18.873414,0.264923,1.444987,0.080424,0.081081,0.145545,38.239591,0.103808,4.799651,0.226,18.873414,1.527776,4.799651,0.103808
POEM2021_T001_L010_2021.08.04_090254_008_IAC.png,Full,14,4,18.631165,0.214694,1.417549,0.079728,0.078797,0.167153,37.984707,0.10027,4.682811,0.235,18.631165,1.490585,4.682811,0.10027
POEM2021_T001_L010_2021.09.01_093218_009_IAC.png,Full,22,18,58.303332,0.30873,7.270407,0.137335,0.133093,0.527027,113.17884,1.05923,25.113663,0.227,58.303332,7.993343,25.113663,1.05923
POEM2021_T001_L010_2021.09.20_104618_010_IAC.png,Full,48,39,106.087828,0.36762,11.025383,0.112285,0.108108,0.297604,208.229729,1.217,37.509686,0.348,106.087828,11.9388,37.509686,1.217
POEM2021_T001_L010_2021.10.18_135955_011_BD.png,Full,66,73,113.573081,0.642758,13.49653,0.133215,0.108108,0.58484,218.500619,2.197955,47.436113,0.329,113.573081,15.099384,47.436113,2.197955
POEM2021_T001_L010_2021.11.22_094652_012_IAC.png,Full,84,68,141.838003,0.47942,18.102995,0.140791,0.11546,0.511554,276.490204,2.971595,62.699312,0.381,141.838003,19.956907,62.699312,2.971595
POEM2021_T001_L010_2021.12.07_091119_013_IAC.png,Full,76,76,133.768103,0.568147,16.728086,0.140485,0.121622,0.445946,256.469542,2.743693,58.954653,0.37,133.768103,18.765849,58.954653,2.743693
POEM2021_T001_L010_2022.02.14_090543_014_IAC.png,Full,80,84,130.668254,0.642849,16.116645,0.150903,0.120869,0.904194,248.295466,3.897547,61.866699,0.343,130.668254,19.691098,61.866699,3.897547
POEM2021_T001_L010_2022.03.18_162650_015_IAC.png,Full,149,237,261.970706,0.904681,35.087336,0.158612,0.1282,0.747653,483.924896,7.388463,130.340443,0.419,261.970706,41.487748,130.340443,7.388463
POEM2021_T001_L010_2022.04.12_092957_016_IAC.png,Full,304,581,398.676954,1.45732,49.47553,0.150533,0.124588,0.728853,710.684861,10.2442,188.678809,0.498,398.676954,60.052531,188.678809,10.2442
POEM2021_T001_L010_2022.04.26_090935_017_IAC.png,Full,273,595,455.14022,1.307289,56.592495,0.15164,0.121622,0.709041,807.274691,11.474992,216.857687,0.506,455.14022,69.020899,216.857687,11.474992
POEM2021_T001_L010_2022.05.05_085746_018_IAC.png,Full,235,599,444.197263,1.3485,52.959322,0.142951,0.116248,0.519875,796.241496,9.318698,199.161521,0.504,444.197263,63.389645,199.161521,9.318698
POEM2021_T001_L010_2022.05.19_120631_019_IAC.png,Full,290,423,453.812142,0.932104,55.088888,0.144762,0.120869,0.649352,824.272225,10.072308,205.871315,0.538,453.812142,65.528136,205.871315,10.072308
POEM2021_T001_L010_2022.06.02_090118_020_IAC.png,Full,272,612,495.307305,1.235597,60.284423,0.147363,0.121622,0.657596,884.117341,11.240962,228.962152,0.526,495.307305,72.876519,228.962152,11.240962
POEM2021_T001_L010_2022.06.17_091922_021_IAC.png,Full,244,547,454.394726,1.203799,44.197361,0.117118,0.095555,0.576189,822.117348,6.512588,166.323178,0.506,454.394726,52.934869,166.323178,6.512588
POEM2021_T001_L010_2022.06.28_083633_022_IAC.png,Full,264,533,472.058633,1.129097,48.897553,0.12428,0.09838,0.662713,855.194234,7.750936,183.659642,0.491,472.058633,58.457566,183.659642,7.750936
POEM2021_T001_L010_2022.07.22_085732_023_IAC.png,Full,290,406,482.195649,0.841982,47.47521,0.116032,0.094595,0.617643,890.617747,6.847288,174.965769,0.526,482.195649,55.69138,174.965769,6.847288
POEM2021_T001_L010_2022.08.04_085659_024_IAC.png,Full,255,525,474.415576,1.106625,47.08729,0.117318,0.094595,0.544747,869.275002,6.888021,174.110272,0.521,474.415576,55.417623,174.110272,6.888021
POEM2021_T001_L010_2022.08.17_091806_025_IAC.png,Full,256,392,480.969664,0.81502,45.737171,0.112502,0.090651,0.562396,888.204019,6.400505,168.994411,0.546,480.969664,53.792007,168.994411,6.400505
POEM2021_T001_L012_2021.04.13_103922_001_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L012_2021.04.27_091706_002_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L012_2021.05.29_150144_003_KS.png,Full,34,32,45.00727,0.710996,5.474799,0.131515,0.124588,0.347431,91.583068,0.695064,18.478607,0.297,45.00727,5.881923,18.478607,0.695064
POEM2021_T001_L012_2021.06.11_141744_004_KS.png,Full,31,97,118.769344,0.816709,17.729547,0.165001,0.151086,0.389086,227.486053,2.939609,61.221219,0.331,118.769344,19.487319,61.221219,2.939609
POEM2021_T001_L012_2021.06.23_070748_005_IAC.png,Full,69,84,114.654465,0.732636,14.453342,0.136392,0.133093,0.348743,228.20548,1.93282,48.962635,0.377,114.654465,15.581996,48.962635,1.93282
POEM2021_T001_L012_2021.07.10_085609_006_KS.png,Full,67,74,122.486268,0.604149,13.770864,0.122865,0.108949,0.392823,242.089211,1.734061,47.222132,0.356,122.486268,15.030884,47.222132,1.734061
POEM2021_T001_L012_2021.07.26_093755_007_IAC.png,Full,61,39,108.360123,0.359911,10.659834,0.106161,0.086529,0.429466,216.515973,1.229199,36.286194,0.317,108.360123,11.549085,36.286194,1.229199
POEM2021_T001_L012_2021.08.04_090304_008_IAC.png,Full,63,54,112.734654,0.479001,11.988221,0.116762,0.097447,0.432432,221.977876,1.550866,41.452159,0.313,112.734654,13.194047,41.452159,1.550866
POEM2021_T001_L012_2021.09.01_093227_009_IAC.png,Full,69,89,116.237461,0.765674,12.725301,0.120575,0.105544,0.458863,228.580355,1.673124,44.162152,0.332,116.237461,14.055503,44.162152,1.673124
POEM2021_T001_L012_2021.09.20_104644_010_IAC.png,Full,108,107,155.588977,0.687709,15.09359,0.105282,0.09838,0.338917,306.05869,1.617824,51.654181,0.39,155.588977,16.441452,51.654181,1.617824
POEM2021_T001_L012_2021.10.18_140006_011_BD.png,Full,109,87,123.026138,0.707167,11.369019,0.099755,0.094595,0.405405,246.485688,1.132042,38.552058,0.333,123.026138,12.269367,38.552058,1.132042
POEM2021_T001_L012_2021.11.22_094702_012_IAC.png,Full,80,53,78.848872,0.672172,6.99863,0.094575,0.085467,0.296375,159.771704,0.675224,23.545788,0.294,78.848872,7.494082,23.545788,0.675224
POEM2021_T001_L012_2021.12.07_091136_013_IAC.png,Full,75,73,84.993776,0.858886,8.899973,0.114298,0.095555,0.362606,166.32213,1.194399,30.668104,0.355,84.993776,9.760404,30.668104,1.194399
POEM2021_T001_L012_2022.02.14_090554_014_IAC.png,Full,64,87,101.364905,0.858285,12.450237,0.140664,0.108108,0.506531,194.414238,2.294509,44.501478,0.321,101.364905,14.164873,44.501478,2.294509
POEM2021_T001_L012_2022.03.18_162700_015_IAC.png,Full,125,211,198.253153,1.064296,27.962107,0.165177,0.133093,0.635279,363.686099,6.074357,102.825219,0.427,198.253153,32.730284,102.825219,6.074357
POEM2021_T001_L012_2022.04.12_093010_016_IAC.png,Full,287,445,339.86438,1.309346,42.37605,0.143727,0.124588,0.507792,634.898805,7.630986,153.431755,0.448,339.86438,48.83031,153.431755,7.630986
POEM2021_T001_L012_2022.04.26_090943_017_IAC.png,Full,243,561,406.245303,1.380939,51.927137,0.153829,0.127486,0.702703,723.394937,10.155349,196.296227,0.484,406.245303,62.482255,196.296227,10.155349
POEM2021_T001_L012_2022.05.05_085759_018_IAC.png,Full,284,572,420.423587,1.360533,51.54296,0.146761,0.124588,0.742137,750.754812,9.552515,193.503553,0.49,420.423587,61.592021,193.503553,9.552515
POEM2021_T001_L012_2022.05.19_120642_019_IAC.png,Full,307,584,420.756617,1.387976,52.039856,0.147262,0.127486,0.675405,753.200766,9.486185,194.461672,0.486,420.756617,61.893762,194.461672,9.486185
POEM2021_T001_L012_2022.06.02_090128_020_IAC.png,Full,273,507,379.788961,1.334952,46.457588,0.143117,0.121622,0.507252,694.876392,8.014944,170.818704,0.527,379.788961,54.370735,170.818704,8.014944
POEM2021_T001_L012_2022.06.17_091931_021_IAC.png,Full,274,514,389.631348,1.319196,40.671749,0.12327,0.105544,0.469096,707.587698,6.039076,150.287788,0.481,389.631348,47.835321,150.287788,6.039076
POEM2021_T001_L012_2022.06.28_083642_022_IAC.png,Full,245,389,410.131782,0.948476,42.801771,0.122653,0.09838,0.517234,752.577798,6.589289,157.432675,0.487,410.131782,50.110094,157.432675,6.589289
POEM2021_T001_L012_2022.07.22_085749_023_IAC.png,Full,247,346,397.196111,0.871106,41.042549,0.120262,0.095555,0.517234,736.026665,6.105598,149.469749,0.519,397.196111,47.577114,149.469749,6.105598
POEM2021_T001_L012_2022.08.04_085716_024_IAC.png,Full,210,281,277.316442,1.013283,27.163669,0.113202,0.090651,0.483852,520.706471,3.867156,98.400231,0.41,277.316442,31.319238,98.400231,3.867156
POEM2021_T001_L012_2022.08.17_091816_025_IAC.png,Full,198,281,279.764465,1.004416,29.24895,0.119901,0.090651,0.495598,528.324078,4.536769,105.107018,0.431,279.764465,33.454856,105.107018,4.536769
POEM2021_T001_L014_2021.04.13_103930_001_KS.png,Full,4,0,0.75876,0,0.115504,0.109521,0.096501,0.188221,2.553025,0.007751,0.260143,0.189,0.75876,0.082806,0.260143,0.007751
POEM2021_T001_L014_2021.04.27_091717_002_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L014_2021.05.29_150156_003_KS.png,Full,14,10,24.04372,0.415909,2.885272,0.128099,0.13913,0.209786,48.885134,0.339328,9.568049,0.158,24.04372,3.045604,9.568049,0.339328
POEM2021_T001_L014_2021.06.11_141754_004_KS.png,Full,20,24,31.154422,0.770356,4.367102,0.149025,0.148649,0.305776,62.371725,0.627234,14.63895,0.205,31.154422,4.659723,14.63895,0.627234
POEM2021_T001_L014_2021.06.23_070758_005_IAC.png,Full,14,27,32.333808,0.835039,5.682569,0.199085,0.175676,0.474515,60.357854,1.220776,20.088345,0.248,32.333808,6.394319,20.088345,1.220776
POEM2021_T001_L014_2021.07.10_085620_006_KS.png,Full,18,16,38.972484,0.410546,6.423119,0.178857,0.176195,0.453257,77.663454,1.202581,21.797932,0.273,38.972484,6.937328,21.797932,1.202581
POEM2021_T001_L014_2021.07.26_093804_007_IAC.png,Full,16,6,37.743618,0.158967,5.05168,0.145458,0.151086,0.343998,75.627124,0.740443,17.177283,0.251,37.743618,5.467114,17.177283,0.740443
POEM2021_T001_L014_2021.08.04_090314_008_IAC.png,Full,18,12,43.618663,0.275112,6.116143,0.151082,0.151086,0.347431,87.608351,0.955568,20.652392,0.299,43.618663,6.573861,20.652392,0.955568
POEM2021_T001_L014_2021.09.01_093242_009_IAC.png,Full,18,10,27.021776,0.370072,2.761094,0.109015,0.097447,0.311984,55.317101,0.293954,9.204387,0.258,27.021776,2.929073,9.204387,0.293954
POEM2021_T001_L014_2021.09.20_104704_010_IAC.png,Full,73,45,66.250447,0.679241,7.126872,0.117023,0.090651,0.427335,133.269924,1.012369,24.199147,0.314,66.250447,7.700627,24.199147,1.012369
POEM2021_T001_L014_2021.10.18_140016_011_BD.png,Full,48,25,50.03272,0.499673,6.441426,0.142799,0.105544,0.641002,99.814349,1.261408,22.395499,0.266,50.03272,7.128709,22.395499,1.261408
POEM2021_T001_L014_2021.11.22_094712_012_IAC.png,Full,51,32,45.942947,0.696516,5.339481,0.123295,0.102916,0.472973,94.539859,0.758118,17.813947,0.287,45.942947,5.669383,17.813947,0.758118
POEM2021_T001_L014_2021.12.07_091145_013_IAC.png,Full,52,18,47.026361,0.382764,5.210509,0.115785,0.095555,0.472973,97.531011,0.688578,17.155733,0.259,47.026361,5.460065,17.155733,0.688578
POEM2021_T001_L014_2022.02.14_090603_014_IAC.png,Full,58,63,67.080335,0.939172,7.084642,0.113785,0.097447,0.435798,134.612728,0.881584,23.999718,0.325,67.080335,7.638056,23.999718,0.881584
POEM2021_T001_L014_2022.03.18_162710_015_IAC.png,Full,74,72,90.41203,0.796354,9.090851,0.10982,0.095555,0.426693,180.355394,1.103003,31.261649,0.346,90.41203,9.950892,31.261649,1.103003
POEM2021_T001_L014_2022.04.12_093050_016_IAC.png,Full,230,295,245.962326,1.199371,24.472745,0.114445,0.095555,0.53851,464.099343,3.604121,88.339777,0.396,245.962326,28.112059,88.339777,3.604121
POEM2021_T001_L014_2022.04.26_090951_017_IAC.png,Full,192,372,305.717383,1.21681,36.716308,0.140949,0.124588,0.567246,558.711359,6.12062,135.321854,0.469,305.717383,43.070526,135.321854,6.12062
POEM2021_T001_L014_2022.05.05_085809_018_IAC.png,Full,216,388,348.841822,1.112252,42.833044,0.145687,0.133093,0.608708,630.617714,7.397472,159.527272,0.461,348.841822,50.777558,159.527272,7.397472
POEM2021_T001_L014_2022.05.19_120652_019_IAC.png,Full,212,606,422.587311,1.434023,52.553643,0.150346,0.135135,0.495598,745.152431,9.270869,199.108182,0.485,422.587311,63.367446,199.108182,9.270869
POEM2021_T001_L014_2022.06.02_090138_020_IAC.png,Full,208,414,418.513109,0.989216,48.665541,0.139756,0.124588,0.516351,743.334266,7.896853,183.220287,0.48,418.513109,58.319469,183.220287,7.896853
POEM2021_T001_L014_2022.06.17_091941_021_IAC.png,Full,205,389,405.524509,0.959252,36.369385,0.103473,0.094595,0.399049,755.654038,4.072388,131.24663,0.454,405.524509,41.772745,131.24663,4.072388
POEM2021_T001_L014_2022.06.28_083652_022_IAC.png,Full,214,400,385.03671,1.038862,33.803917,0.101349,0.090651,0.401103,719.493985,3.714473,122.214109,0.461,385.03671,38.898521,122.214109,3.714473
POEM2021_T001_L014_2022.07.22_085801_023_IAC.png,Full,191,450,430.314924,1.045746,41.068983,0.11135,0.095555,0.445741,793.27802,5.153191,149.884934,0.465,430.314924,47.706104,149.884934,5.153191
POEM2021_T001_L014_2022.08.04_085728_024_IAC.png,Full,214,381,393.406124,0.968465,36.525886,0.106072,0.090651,0.459459,740.111569,4.291745,130.58808,0.492,393.406124,41.564241,130.58808,4.291745
POEM2021_T001_L014_2022.08.17_091827_025_IAC.png,Full,214,333,397.275572,0.838209,36.828707,0.107099,0.086529,0.390024,741.436697,4.601464,132.908611,0.466,397.275572,42.303457,132.908611,4.601464
POEM2021_T001_L016_2021.04.13_103938_001_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2021.04.27_091728_002_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2021.05.29_150206_003_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2021.06.11_141804_004_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2021.06.23_070808_005_IAC.png,Full,2,0,1.228934,0,0.091536,0.077537,0.081081,0.09838,2.60188,0.006002,0.298214,0.051,1.228934,0.094925,0.298214,0.006002
POEM2021_T001_L016_2021.07.10_085631_006_KS.png,Full,4,6,2.828296,2.121418,0.392714,0.161483,0.116248,0.363862,5.299877,0.078328,1.432538,0.128,2.828296,0.455991,1.432538,0.078328
POEM2021_T001_L016_2021.07.26_093814_007_IAC.png,Full,4,2,3.479826,0.574741,0.393627,0.126038,0.102916,0.265498,6.920189,0.056155,1.34755,0.065,3.479826,0.428938,1.34755,0.056155
POEM2021_T001_L016_2021.08.04_090326_008_IAC.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2021.09.01_093255_009_IAC.png,Full,5,1,2.091446,0.478138,0.186404,0.087844,0.090651,0.127486,4.989629,0.013237,0.576076,0.089,2.091446,0.183371,0.576076,0.013237
POEM2021_T001_L016_2021.09.20_104714_010_IAC.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2021.10.18_140027_011_BD.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2021.11.22_094722_012_IAC.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2021.12.07_091220_013_IAC.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2022.02.14_090612_014_IAC.png,Full,2,0,0.724695,0,0.057569,0.083379,0.090651,0.108949,1.530471,0.004223,0.188723,0.045,0.724695,0.060072,0.188723,0.004223
POEM2021_T001_L016_2022.03.18_162719_015_IAC.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2022.04.12_093100_016_IAC.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L016_2022.04.26_091000_017_IAC.png,Full,1,1,1.645418,0.607748,0.235026,0.136782,0.13913,0.256401,3.382152,0.030081,0.713673,0.05,1.645418,0.227169,0.713673,0.030081
POEM2021_T001_L016_2022.05.05_085821_018_IAC.png,Full,6,0,3.336494,0,0.448137,0.14477,0.143651,0.258175,7.19758,0.063189,1.540668,0.204,3.336494,0.49041,1.540668,0.063189
POEM2021_T001_L016_2022.05.19_120707_019_IAC.png,Full,4,0,2.524674,0,0.182067,0.114022,0.108949,0.231314,5.732543,0.030032,0.869672,0.069,2.524674,0.276825,0.869672,0.030032
POEM2021_T001_L016_2022.06.02_090147_020_IAC.png,Full,16,14,13.345995,1.049004,1.173713,0.101192,0.102916,0.232495,26.695434,0.125297,4.269723,0.173,13.345995,1.358708,4.269723,0.125297
POEM2021_T001_L016_2022.06.17_091950_021_IAC.png,Full,20,7,22.619621,0.309466,2.017988,0.095822,0.085467,0.334579,46.25196,0.195418,6.830615,0.295,22.619621,2.174252,6.830615,0.195418
POEM2021_T001_L016_2022.06.28_083702_022_IAC.png,Full,22,16,32.778615,0.488123,3.054785,0.10972,0.097447,0.477584,64.597091,0.384761,11.229675,0.231,32.778615,3.574517,11.229675,0.384761
POEM2021_T001_L016_2022.07.22_085811_023_IAC.png,Full,36,33,62.370427,0.529097,5.860802,0.107761,0.095555,0.378378,125.21179,0.668845,21.065536,0.271,62.370427,6.705368,21.065536,0.668845
POEM2021_T001_L016_2022.08.04_085739_024_IAC.png,Full,28,32,55.044929,0.581343,4.858428,0.098294,0.090651,0.283784,108.719513,0.460871,16.943468,0.262,55.044929,5.393273,16.943468,0.460871
POEM2021_T001_L016_2022.08.17_091837_025_IAC.png,Full,34,17,48.631861,0.349565,3.796567,0.087565,0.081081,0.296375,95.778992,0.342971,13.398548,0.19,48.631861,4.264306,13.398548,0.342971
POEM2021_T001_L018_2021.04.13_103946_001_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L018_2021.04.27_091738_002_KS.png,Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POEM2021_T001_L018_2021.05.29_150219_003_KS.png,Full,23,11,18.341531,0.599732,1.928917,0.12662,0.076444,0.50869,36.248146,0.433257,7.273285,0.172,18.341531,2.314771,7.273285,0.433257
POEM2021_T001_L018_2021.06.11_141814_004_KS.png,Full,11,38,26.903777,1.412441,4.957907,0.200254,0.187736,0.386968,52.065407,1.026192,17.171751,0.306,26.903777,5.465938,17.171751,1.026192
POEM2021_T001_L018_2021.06.23_070818_005_IAC.png,Full,25,44,42.077273,1.045695,5.931291,0.154224,0.133093,0.389086,83.918607,1.0111,20.672925,0.296,42.077273,6.578718,20.672925,1.0111
POEM2021_T001_L018_2021.07.10_085641_006_KS.png,Full,17,37,46.256489,0.799888,5.269631,0.122574,0.102916,0.374741,91.96843,0.685092,17.998173,0.357,46.256489,5.728412,17.998173,0.685092
POEM2021_T001_L018_2021.07.26_093823_007_IAC.png,Full,36,49,78.809476,0.621753,7.79223,0.108791,0.095555,0.472007,155.411963,0.946736,27.050807,0.357,78.809476,8.610539,27.050807,0.946736
POEM2021_T001_L018_2021.08.04_090337_008_IAC.png,Full,34,24,69.279807,0.346421,6.267531,0.099776,0.090651,0.386968,137.96762,0.667224,21.781437,0.331,69.279807,6.932859,21.781437,0.667224
